title,description,status,update_log,Resource
"EGM, ülke genelinde eş zamanlı trafik denetimi yaptı","Emniyet Genel Müdürlüğünce (EGM) ülke genelinde eş zamanlı, yabancılar adına tescil edilen araçlar, trafikte alkol ve uyuşturucu madde kullanımı ile hız ihlaline yönelik denetim yapıldı.",1,X,TRT
Paylaşılan sözün Cemal Süreya’ya ait oldu,"“Baktım sana kızgın değilim, kırgın değilim, dargın değilim. Kısacası artık ben sana hiçbir şey değilim” dizeleri Cemal Süreya’ya değil, Mehmet Ercan’a ait.

",0,√,TeyitOrg-False
Videodaki İsviçre Maliye Eski Bakanı Erdoğan’ın 'Avrupa bizi kıskanıyor' sözüne gülmüyor,Sosyal medyada paylaşılan videonun Erdoğan’ın “Avrupa bizi kıskanıyor” sözü üzerine gülen Avrupa Parlamentosu senatörünü gösterdiği iddia edildi.,0,X,TeyitOrg-False
Manavgat’ta itfaiyecilerin yangından kurtarılan koalaya su verdiğini gösterdiği öne sürülen video ,Manavgat’taki güncel yangından olduğu iddiasıyla paylaşılan koala görüntüleri 2019’da Avustralya’da kaydedilmiş.,0,X,TeyitOrg-False
MEB'in 4 bini aşkın öğretmeni arama kurtarmada görev alıyor,"Milli Eğitim Bakanlığının (MEB) 4 bin 136 öğretmenden oluşan Arama ve Kurtarma Birimi (AKUB) ekibi, depremlerden etkilenen illerde arama kurtarma çalışmalarına katılıyor.",1,X,TRT
"Türkiye, afetzedelere kucak açtı","Kahramanmaraş merkezli depremlerin ardından bölgeden tahliye edilen on binlerce afetzede, Türkiye'nin farklı illerinde misafir edilirken yaklaşık 140 bin depremzedeye kapılarını açan Antalya, ilk sırada yer alıyor.",1,X,TRT
Adıyaman'da bahçesindeki su ve tuvaleti kullanıma açtı,"Adıyaman, iki büyük depremden en çok etkilenen illerden biri. Arama-kurtarma ekiplerinin çalışmaları sürerken, halk da onların işini kolaylaştırmak için ellerinden geleni yapıyor. Depremzedelerden Sami Ünsal, bölgede büyük bir su sorunu söz konusuyken bahçesindeki tulumbayı ve tuvaleti herkesin kullanımına açtı. Tek bir sözü var: helalühoş olsun",1,X,TRT
CDC’nin Covid-19 aşılarından dolayı 13 bin 68 ölüm açıkladı,ABD’de Hastalık Kontrol ve Önleme Merkezleri (CDC) ile Gıda ve İlaç Dairesi (FDA) tarafından yönetilen bir aşı güvenliği programı olan VAERS’e girilen ölüm raporlarının aşıdan kaynaklandığına kanıt yok.,0,√,TeyitOrg-False
Görsellerin sigara izmaritlerinden elde edilen DNA ile tespit edilmiş yüzleri gösterdi,Görsellerdeki bir sanat çalışması. DNA verileri ile yüz hatlarının yaklaşık olarak nasıl olabileceği gösterilmeye çalışılmış.,0,√,TeyitOrg-False
Abu Dabi'de bir binaya İsrail bayrağı yansıtıldı,İsrail ile BAE arasında imzalanan normalleşme anlaşması nedeniyle Abu Dabi'deki bir binaya İsrail bayrağı yansıtıldığı doğru değil. Fotoğraf tahrif edilmiş ve Burc Halife Dubai’de.,0,√,TeyitOrg-False
Fotoğraf Atatürk’ün tiyatro oyunu için beklediği bir anı göstermiyor,"Sosyal medyada, Atatürk’ün geç kaldığı bir Muhsin Ertuğrul oyununu izleyebilmek için ikinci perdeyi beklediği iddia edildi ve bir fotoğraf paylaşıldı.",0,X,TeyitOrg-False
Görüntülenen canlının nesli tükenmekte olan beyaz gelincik oldu,"Sosyal medya ve bazı haber sitelerinde Tunceli,Gümüşhane ve Hakkari’de nesli tükenmekte olan beyaz gelincik türünün görüntülendiğine dair haberler yer aldı.",0,√,TeyitOrg-False
Bakan Kurum açıkladı: 'Altı dükkan üstü daire' dönemi bitecek,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, deprem bölgesine yapılacak konutların zemin katlarında dükkan olmayacağını ve ilk etapta mart ayında 200-250 bin konutun inşasına başlanacağını söyledi. Bakan Kurum, bölgedeki tüm sürecin devlet eli ile yürütüleceğini, denetimsiz bir yapılanmaya müsaade edilmeyeceğini de vurguladı.",1,X,TRT
Fotoğrafın Covid-19 nedeniyle hayatını kaybeden doktorları gösterdi,"Sosyal medyada paylaşılan bir fotoğrafın, Türkiye’de Covid-19 sebebiyle ölen doktorları gösterdiği iddia edildi. Ancak iddia doğru değil. Fotoğraflar, İtalya’da Covid-19’la mücadele eden sağlık görevlilerinin portre çekimlerini gösteriyor. ",0,√,TeyitOrg-False
Fotoğrafın Bilim Kurulu'ndaki Diyanet temsilcisini gösterdi,Sosyal medyada paylaşılan bir gönderide fotoğrafın Bilim Kurulu’ndaki Diyanet İşleri Başkanlığı temsilcisini gösterdiği iddia edildi.,0,√,TeyitOrg-False
"Yüksek Seçim Kurulu'nda seçim: 5 üye değişecek, yeni başkan seçilecek",Yüksek Seçim Kurulu'nda görev süresi dolacak 5 üyenin yerine yeni üyeler seçilecek. Yeni üyelerin yemin töreninin ardından YSK Başkanlığı için seçim yapılacak.,1,X,TRT
Milli Savunma Bakanı Akar Prag'da,"İngiltere ziyaretini tamamlayan Milli Savunma Bakanı Hulusi Akar, Çekya’nın başkenti Prag’a geçti. Bakan Akar Prag'da resmi törenle karşılandı.",1,X,TRT
Listenin Hatay'daki TOKİ kurasında ev kazanan yabancıları gösterdi,"Hatay Altınözü’nde yapılacak TOKİ konutlarının kurası tamamlanmadı. Liste, toplu konut projesi için başvurusu kabul edilenleri gösteriyor.",0,√,TeyitOrg-False
Pınar Gültekin’in katil zanlısı Cemal Metin Avcı'nın Akyaka Cüce Bar’ın işletmecisi oldu,"Muğla'da öldürülen Pınar Gültekin'in katil zanlısı Cemal Metin Avcı'nın Akyaka Cüce Bar'ın işletmecisi olduğu iddia edildi, Avcı'nın barı Menteşe'de bulunuyor.",0,√,TeyitOrg-False
Fotoğrafın İran’da evlendirilen çocuk gelinleri gösterdi,Sosyal medyada paylaşılan ve teyit.org’a ihbar olarak gelen bir fotoğrafın İran’daki çocuk gelinlerin düğün töreninden olduğu iddia edildi.,0,√,TeyitOrg-False
Depremlerde 214 Emniyet personeli vefat etti,"Emniyet Genel Müdürlüğü, Kahramanmaraş merkezli depremlerde 214 personelin vefat ettiğini açıkladı. Vefat eden teşkilat personeli arasında komiser ve polislerin yanı sıra teknisyen ve işçilerin de bulunduğu belirtildi.",1,X,TRT
Videonun çatışmalarda ölen Azerbaycanlı askerlerin annelerini gösterdi,"Dağlık Karabağ’daki çatışmalarda ölen askerlerin annelerini gösterdiği öne sürülen video, eski tarihli. ",0,√,TeyitOrg-False
Orhan Tatar: Deprem Antakya Fay Zonu'ndan kaynaklandı,"AFAD Deprem ve Risk Azaltma Genel Müdürü Orhan Tatar, ""Bu depremler çoklu mekanizmalarla ve birbirlerini tetikleyerek meydana geliyor. Dün 6,4 büyüklüğündeki deprem Antakya Fay Zonu'ndan kaynaklandı."" dedi.",1,X,TRT
MSB: 3 PKK'lı terörist teslim oldu,"Milli Savunma Bakanlığı (MSB), 3 terör örgütü PKK'lının güvenlik güçlerine teslim olduğunu açıkladı.",1,X,TRT
Oy pusulaları üzerinde oy kullanılacak ilin isminin yazılı olması gerekti,"Özellikle WhatsApp’ta paylaşılan bir ekran görüntüsüyle, oy pusulasında mutlaka oy kullanılan şehrin adının yazması gerektiği iddia edildi.",1,√,TeyitOrg-True
Türkiye’nin koronavirüsle mücadele için Filistin’e 5 milyon dolar yardımda bulundu,Sosyal medyada Türkiye’nin koronavirüs salgınıyla mücadele kapsamında Filistin’e 5 milyon dolar değerinde nakdi hibe verdiği iddia edildi.,1,√,TeyitOrg-True
"Bakan Çavuşoğlu, Katarlı mevkidaşı Al Sani ile telefonda görüştü","Dışişleri Bakanı Mevlüt Çavuşoğlu ile Katar Başbakan Yardımcısı ve Dışişleri Bakanı Şeyh Muhammed bin Abdurrahman Al Sani telefonda görüştü. Görüşmede, İsrail Ulusal Güvenlik Bakanı Itamar Ben-Gvir’in Mescid-i Aksa’ya yönelik dünkü provokatif eylemini kınadıklarını yineledi.",1,X,TRT
Sedat Peker'in paylaşımları sonrası Burak Taşçı'nın yazılarının Hürriyet'in yazarlar sayfasından kaldırıldı,"Hürriyet Burak Taşçı’nın yazılarını kaldırmadı. Yazarlar sayfasında “Bütün yazıları” kısmında Burak Taşçı’nın daha önce de yazıları yer almıyordu. Arşiv görüntülerinde önceki tarihlerde de sayfanın boş olduğu görülüyor.
",0,√,TeyitOrg-False
Videonun sokakta gerçek kılıçla dolaşan mültecileri gösterdi,Video Eskişehir’de çekimi devam eden Mahsusa Trablus isimli dizinin setindeki Türk vatandaşı olan figüran oyuncuları gösteriyor. Kılıçlar sette kullanılan aksesuarlardan ve gerçek değiller.,0,√,TeyitOrg-False
Yılın ilk Kabine toplantısı sona erdi,Cumhurbaşkanı Recep Tayyip Erdoğan başkanlığındaki Cumhurbaşkanlığı Kabine toplantısı sona erdi.,1,X,TRT
Fotoğrafın Şanlıurfa'da tecavüzü desteklemek için açılan pankartı gösterdi,Şanlıurfa’da açılan bir pankartın üzerinde “Tecavüz ediyorlarsa bize ediyorlar size ne” şeklinde tecavüzü destekleyen yazının yer aldığı iddia edildi.,0,√,TeyitOrg-False
Bakan Nebati: Biz EYT'nin kaynağını oluşturarak yeni yıla girdik,"Hazine ve Maliye Bakanı Nureddin Nebati, ""5 milyona yakın Emeklilikte Yaşa Takılanların (EYT) emeklilik hakkı doğacak. Bunların yüzde 40'ı bu yıl emekli olabilecek. EYT için bütçede kaynağı oluşturduk, rahatız. Rakam vermeyeyim ama biz EYT'nin kaynağını oluşturarak yeni yıla girdik"" dedi.",1,X,TRT
Delta varyantının Britanya'da Covid-19 aşısı olanları daha fazla enfekte etti,"Virüs sirkülasyonu devam ettiği ve aşılananların oranı arttığı için, aşılanan nüfusta vakaların görülme sıklığının artması normal. Tablodaki veriler çarpıtılarak yorumlanmış. ",0,√,TeyitOrg-False
Teftiş Kurulu'ndan belediyelerdeki terör soruşturmasına ilişkin açıklama,İçişleri Bakanlığı Mülkiye Teftiş Kurulu Başkanlığından belediyelerdeki terör soruşturmasına ilişkin açıklama yapıldı.,1,X,TRT
Erdoğan: Afrika ile ekonomik ilişkilerimizi her zaman adil bir şekilde geliştireceğiz,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Türkiye olarak Afrika ile ekonomik ilişkilerimizi her zaman adil, dengeli bir şekilde geliştirmenin gayreti içerisinde olacağız. Ticari ilişkilerimizi de kazan-kazan esasına göre yürüteceğiz."" dedi.",1,X,TRT
Gaziantep'te depremde yıkılan binalarla ilgili 22 kişi tutuklandı,Gaziantep'in Nurdağı ve İslahiye ilçelerinde depremde yıkılan bazı binalarla ilgili soruşturma kapsamında 22 kişi tutuklandı.,1,X,TRT
Bakan Nebati: Kişi başına gelirimizin 12 bin doların üzerine çıkacağını öngörüyoruz,"Hazine ve Maliye Bakanı Nureddin Nebati, ""2022'de kişi başına gelirimizin 10 bin dolar seviyesini aşacağını, 2023 yılında da daha da yükselerek 12 bin doların üzerine çıkacağını öngörüyoruz"" dedi.",1,X,TRT
Danimarka'nın Ankara Büyükelçisi Dışişleri'ne çağrıldı,"Danimarka'da, Kur'an-ı Kerim'e karşı saldırı içeren bir eyleme izin verilmesi üzerine, Danimarka'nın Ankara Büyükelçisi Dışişleri Bakanlığı'na çağrıldı.",1,X,TRT
"Ticaret Bakanlığı, geçen yıl 20,5 milyon güvensiz ürüne geçit vermedi","Ticaret Bakanlığı, geçen yıl ithal edilmek istenen 3,8 milyar ürünü denetlerken teknik düzenlemelere uygun bulmadığı 20,5 milyon ürüne geçit vermedi.",1,X,TRT
Koronavirüs salgınının arkasında Gates Vakfı'nın oldu,Yayılan bir iddiada koronavirüs çıkmadan üç ay önce Gates Vakfı'nın virüsün ilacının patentini alıp yayılma simülasyonu hazırladığı iddia edildi.,0,√,TeyitOrg-False
Depremle ilgili provokatif paylaşım yapan 10 kişi tutuklandı,"Sosyal medyada, Kahramanmaraş merkezli depremin ardından provokatif paylaşımlarda bulunduğu belirlenen 302 hesap yöneticisinden 10'u tutuklandı.",1,X,TRT
Adıyaman'da yıkılan çok sayıda binanın müteahhidi yakalandı,Kahramanmaraş merkezli meydana gelen deprem sonucu Adıyaman ilinde yıkılan çok sayıda binanın müteahhidi olduğu belirlenen Yavuz Karakuş ve Sevilay Karakuş Gürcistan'a kaçmaya çalışırken İstanbul Havalimanı'nda yakalandı.,1,X,TRT
Savcı Sayan'ın paylaştığı sahur yemeği faturasının sahte oldu,Ağrı Belediye Başkanı Savcı Sayan’ın sahur organizasyonu için paylaştığı ve sahte olduğu iddia edilen fatura orijinal.,0,√,TeyitOrg-False
Videonun Ursula von der Leyen'in su tasarrufu için nasıl el yıkandığını gösterdi,"Ursula von der Leyen’in ellerini yıkadığı video, Dünya Sağlık Örgütü’nün Covid-19’la ilgili başlattığı “Safe Hands” akımı kapsamında 23 Mart 2020’de çekilmiş. Leyen videoda ellerin nasıl doğru bir şekilde yıkanacağını gösteriyor. ",0,√,TeyitOrg-False
Tüm askerlik işlemleri e-Devlet üzerinden yapılabilecek,"2022 yılında e-Devlet Kapısı'nı yaklaşık 62 milyon kişi kullandı, giriş sayısı 3 milyar 600 milyona ulaştı. ""Askerliğim"" bütünleşik hizmeti üzerinde çalıştıklarını belirten Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Ali Taha Koç, ""Askerlikle ilgili tüm işlemler yapılabilecek. Yılın ilk çeyreğinde vatandaşlarımızın kullanımına sunulacak"" dedi.",1,X,TRT
Meclis yoğun bir haftaya giriyor: İşte gündem başlıkları,"Meclis, önemli konuları ele alacağı yoğun bir haftaya daha giriyor.​ Milyonlarca kişinin beklediği EYT düzenlemesinin yarın Meclis Başkanlığına sunulması bekleniyor.",1,X,TRT
Fatih Erbakan'ın İstanbul Sözleşmesi ,"Yeniden Refah Partisi Genel Başkanı Fatih Erbakan’ın katıldığı televizyon programında İstanbul Sözleşmesi hakkında sarf ettiği ifadeler, birçok yanlış bilgi barındırıyor.",0,√,TeyitOrg-False
Videodaki coğrafi şeklin dev bir ağaç kalıntısı olduğu ,Videoda yer alan Elmas Kafa kraterinin dev bir ağaç kalıntısı olduğu iddiası bir komplo teorisine dayanıyor.,0,√,TeyitOrg-False
Dışişleri Bakanlığı'ndan Batı Şeria’daki saldırılara kınama,"Dışişleri Bakanlığı, İsrail askerlerinin işgal altındaki Batı Şeria'da bulunan Cenin Mülteci Kampı'na yaptığı baskına, ""Batı Şeria’da giderek daha da artan gerilimden ve artık neredeyse her gün yaşanan can kayıplarından derin endişe duyuyor ve sivillerin ölümlerine yol açan bu saldırıları şiddetle kınıyoruz"" ifadeleriyle tepki gösterdi.",1,X,TRT
Görselin yumurta çiçeği adlı bitkiyi gösterdi,"""Yumurta çiçeği"" diye bir bitkiyi gösterdiği iddiasıyla paylaşılan görsel, dijital bir sanatçının benzerleri de olan eseri. ",0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan'dan Ali İhsan Destici için taziye mesajı,"Cumhurbaşkanı Recep Tayyip Erdoğan, BBP Genel Başkanı Mustafa Destici'nin Ali İhsan Destici'nin vefatı dolayısıyla bir taziye mesajı yayımladı.",1,X,TRT
Türk vatandaşı olmadan Arapça e-sınav sistemiyle ehliyet alındığı,"Teorik ehliyet sınavlarında dil seçeneği yeni değil, 2018 yılında getirildi. Karayolu Trafiği Konvansiyonu’na göre ehliyet alabilmek için vatandaşlık şartı da yok.",0,√,TeyitOrg-False
7 ve üstü büyüklükte deprem olduğunda OHAL ilan edilmesi gerekti,Olağanüstü hal şartları anayasada düzenleniyor ve bu koşullar arasında ”büyüklüğü 7.0 ve üzeri depremler” bulunmuyor.,0,√,TeyitOrg-False
"Cumhurbaşkanlığı Sözcüsü Kalın, ABD Ulusal Güvenlik Danışmanı Sullivan ile görüştü","Cumhurbaşkanlığı Sözcüsü İbrahim Kalın, ABD Ulusal Güvenlik Danışmanı Jake Sullivan ile telefon görüşmesi gerçekleştirdi.",1,X,TRT
Artvin Belediyesi'nin ezanı yasaklayıp hoparlörden Mozart çaldı,Yeni Akit “Yıkım ekibi iş başı yaptı” başlığıyla yayımlanan haberde CHP’li Artvin Belediye Başkanı Demirhan Elçin’in ezanı yasaklattığını iddia etti.,0,√,TeyitOrg-False
Belçika'da Coca Cola satışının yasaklandı,Sosyal medyada paylaşılan ve Teyit’e ihbar olarak gönderilen bir iddiaya göre Belçika’da Coca Cola’nın satışının yasaklandığı iddia edildi.,0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan sel mağduru Zülfiye Ceylan'ı ziyaret etti,"Cumhurbaşkanı Recep Tayyip Erdoğan, Antalya'nın Kumluca ilçesinde sel mağduru Zülfiye Ceylan'ı ziyaret etti. Ceylan, ziyaretin ardından ""Çok mutlu oldum, çok sevindim, mutluluğumu anlatamam. Böyle bir şey beklemiyordum"" dedi.",1,X,TRT
Fotoğrafın çocuk pornosu lehine açılan pankartları gösterdi,Fotoğrafın internette çocuk pornosuna erişimin yasaklanmasından sonra Kadıköy'de bir erkek ve bir çocuğun açtığı pankartları gösterdiği iddia edildi.,0,√,TeyitOrg-False
Cumhurbaşkanı Yardımcısı Oktay'dan Yunanistan Genelkurmay Başkanı Floros'a tepki,"Cumhurbaşkanı Yardımcısı Fuat Oktay, Yunanistan Genelkurmay Başkanı Konstantinos Floros'un Keçi Adası'nda Yunanistan bayrağı ile Bodrum'a karşı poz vermesine tepki gösterdi. Oktay, ""Bu tür fotoğraflara Türkiye müsaade etmez ve gereğini yapar"" dedi.",1,X,TRT
DSÖ’nün Covid-19 ölümlerinin aşılı ülkelerde artarken Afrika’da azaldığını açıkladı,Dünya Sağlık Örgütü'nün yayınladığı rapor Covid-19 aşılarının etkisiyle ilgili bir bilgi içermiyor. Raporda Afrika'da vakaların büyük ölçüde tespit edilemediği özellikle belirtilmiş.,0,√,TeyitOrg-False
Orta gelirliye konut projesine başvurular yarın başlıyor,"Orta gelirlilere yönelik konut kampanyasında başvurular yarın başlayacak. Herhangi bir başvuru ücreti alınmayacak, kura süreci olmayacak. Azami 15 yıl vade ile sıfır virgül 69'dan başlayan faiz oranıyla kredi kullandırılacak. İlk etapta 100 bin ailenin ev sahibi olması planlanıyor.",1,X,TRT
Sanayi ve Teknoloji ile Milli Eğitim bakanlıklarının bütçe görüşmelerine başlandı,"TBMM Genel Kurulunda, Sanayi ve Teknoloji Bakanlığı ile Milli Eğitim Bakanlığının 2023 yılı bütçelerinin görüşmelerine başlandı.",1,X,TRT
Johnny Depp'in Kaz Dağları ile ilgili paylaşım yaptı,"Paylaşılan bir iddiaya göre Johnny Depp, Instagram hesabından Kaz Dağları’nda gerçekleşen altın arama çalışmalarına tepki gösteren bir paylaşım yaptı. ",0,√,TeyitOrg-False
Koruma altındaki çocuklar için 6 kuruluş daha hizmete girecek,"Aile ve Sosyal Hizmetler Bakanı Derya Yanık, 6 ildeki çocuk evleri sitelerinin kısa sürede hizmete açılacağını duyurdu.",1,X,TRT
Fotoğrafın Azerbaycan Ermenistan çatışmasında düşen helikoptere ait oldu,Azerbaycan ve Ermenistan arasındaki güncel çatışmalardan olduğu iddia edilen helikopter fotoğrafı eski tarihli.,0,√,TeyitOrg-False
